MSSV,HoTen,Lop,DiemToan,DiemLy,DiemHoa,DiemTB,VangPercent,XepLoai
SV0882,Duong Duc Thanh,23DTH1C,7.15,6.01,6.29,6.48,15.4,Kha
SV0883,Nguyen Cong Hung,23DTH1D,6.37,6.81,6.54,6.57,19.7,Kha
SV0884,Tran Kim Van,23DTH2A,8.69,8.92,9.03,8.88,9.7,Xuat sac
SV0885,Ngo Anh Phuc,23DTH2B,7.59,6.68,7.29,7.19,15.3,Gioi
SV0886,Ho Kim Duyen,23DTH2C,6.61,5.25,6.97,6.28,17.6,Kha
SV0887,Vo Duc Dat,23DTH2D,7.86,6.28,7.18,7.11,0,Gioi
SV0888,Bui Bich Ha,23DTH1A,7.81,8.63,8.33,8.26,10.8,Gioi
SV0889,Pham My Duyen,23DTH1B,5.34,7.16,5.52,6.01,3.4,Kha
SV0890,Bui Huong Trang,23DTH1C,7.14,6.66,6.52,6.77,14.7,Kha
SV0891,Nguyen Lan Phuong,23DTH1D,6.51,7.66,6.84,7.0,2.2,Gioi
SV0892,Duong Cong Giang,23DTH2A,8.61,7.92,6.49,7.67,16.1,Gioi
SV0893,Pham Duc Binh,23DTH2B,8.85,8.81,7.55,8.4,4.7,Gioi
SV0894,Tran Minh Phuc,23DTH2C,8.08,8.02,8.19,8.1,5.7,Gioi
SV0895,Pham Thanh Oanh,23DTH2D,4.45,4.02,3.95,4.14,27.3,Trung binh
SV0896,Bui Ngoc Van,23DTH1A,6.07,6.04,5.83,5.98,7.8,Kha
SV0897,Phan Thi Phuong,23DTH1B,1.78,1.5,1.28,1.52,27.7,Yeu
SV0898,Pham Minh Viet,23DTH1C,7.67,7.77,7.61,7.68,8.8,Gioi
SV0899,Bui My Giang,23DTH1D,8.02,6.77,6.8,7.2,16.6,Gioi
SV0900,Nguyen Hoang Son,23DTH2A,3.34,3.81,5.24,4.13,17.1,Trung binh
SV0901,Le Gia Long,23DTH2B,5.82,6.2,6.32,6.11,23.1,Kha
SV0902,Tran Thi Quyen,23DTH2C,5.61,5.34,5.64,5.53,4.3,Kha
SV0903,Dang Hoang Tuan,23DTH2D,6.84,7.67,8.6,7.7,7.2,Gioi
SV0904,Vu Thu Uyen,23DTH1A,8.8,7.12,9.04,8.32,21.0,Gioi
SV0905,Bui Thanh Duyen,23DTH1B,8.32,8.24,8.41,8.32,18.3,Gioi
SV0906,Bui Lan Trang,23DTH1C,8.15,8.53,7.98,8.22,9.8,Gioi
SV0907,Dang Anh Dat,23DTH1D,4.62,3.36,4.11,4.03,0,Trung binh
SV0908,Ngo Thu Duyen,23DTH2A,8.73,8.36,8.05,8.38,15.8,Gioi
SV0909,Dang Cong Long,23DTH2B,3.55,2.4,2.66,2.87,8.4,Yeu
SV0910,Dang Quoc Cuong,23DTH2C,7.25,6.06,6.96,6.76,11.9,Kha
SV0911,Bui Anh Khang,23DTH2D,8.36,8.23,9.59,8.73,16.1,Xuat sac
SV0912,Dang Minh Phuc,23DTH1A,7.47,7.01,6.8,7.09,21.4,Gioi
SV0913,Hoang Kim Trang,23DTH1B,7.72,7.07,6.3,7.03,6.5,Gioi
SV0914,Bui Huong An,23DTH1C,9.1,8.18,8.34,8.54,10.0,Xuat sac
SV0915,Nguyen Thuy Ha,23DTH1D,7.4,6.77,6.38,6.85,10.2,Kha
SV0916,Phan Cong Quan,23DTH2A,8.46,7.72,8.77,8.32,7.3,Gioi
SV0917,Pham Huong Nhi,23DTH2B,8.32,7.59,7.88,7.93,0,Gioi
SV0918,Tran Thi Nhi,23DTH2C,8.54,8.31,8.58,8.48,0,Gioi
SV0919,Tran Thi Phuong,23DTH2D,7.55,8.71,7.76,8.01,4.3,Gioi
SV0920,Pham Thuy An,23DTH1A,3.54,4.46,5.17,4.39,27.4,Trung binh
SV0921,Ho Duc Long,23DTH1B,8.16,8.83,8.75,8.58,12.4,Xuat sac
SV0922,Huynh Quoc Cuong,23DTH1C,6.51,7.85,7.32,7.23,16.8,Gioi
SV0923,Pham Lan Phuong,23DTH1D,8.08,8.43,7.97,8.16,17.4,Gioi
SV0924,Le Thuy Uyen,23DTH2A,7.43,6.72,7.34,7.16,14.8,Gioi
SV0925,Vo Kim Oanh,23DTH2B,4.91,4.69,5.23,4.94,8.0,Trung binh
SV0926,Vu Huu Tuan,23DTH2C,7.43,6.11,6.01,6.52,14.8,Kha
SV0927,Huynh Thuy Linh,23DTH2D,4.06,4.98,4.17,4.4,13.9,Trung binh
SV0928,Do Minh Phong,23DTH1A,8.13,7.85,7.15,7.71,9.6,Gioi
SV0929,Dang Minh Dung,23DTH1B,4.69,5.64,5.61,5.31,13.4,Trung binh
SV0930,Ngo Trung Phong,23DTH1C,7.51,7.73,6.37,7.2,11.8,Gioi
SV0931,Do Huong Uyen,23DTH1D,10,10,9.8,9.93,4.1,Xuat sac
SV0932,Duong Hoang Binh,23DTH2A,5.45,5.32,5.36,5.38,20.6,Trung binh
SV0933,Hoang Anh Khang,23DTH2B,7.8,7.98,7.63,7.8,29.2,Gioi
SV0934,Hoang Van Khang,23DTH2C,6.83,7.05,7.4,7.09,8.7,Gioi
SV0935,Pham Huu Quan,23DTH2D,6.75,5.15,4.8,5.57,22.4,Kha
SV0936,Nguyen Thu Yen,23DTH1A,9.18,8.71,8.15,8.68,15.7,Xuat sac
SV0937,Pham My Thao,23DTH1B,8.01,7.47,8.52,8.0,16.7,Gioi
SV0938,Duong Quoc Khoa,23DTH1C,3.2,4.39,3.05,3.55,11.7,Yeu
SV0939,Vu Ngoc Van,23DTH1D,6.83,8.28,8.14,7.75,10.9,Gioi
SV0940,Dang Gia Hung,23DTH2A,6.25,7.31,7.75,7.1,2.9,Gioi
SV0941,Ngo Gia Son,23DTH2B,7.86,6.56,8.16,7.53,15.9,Gioi
SV0942,Bui Quoc Khoa,23DTH2C,6.73,5.77,6.73,6.41,0,Kha
SV0943,Hoang Huu Son,23DTH2D,5.07,5.88,7.24,6.06,32.4,Kha
SV0944,Vu Duc Quan,23DTH1A,4.74,6.19,5.43,5.45,1.1,Trung binh
SV0945,Dang Quoc Long,23DTH1B,5.48,5.65,5.8,5.64,21.9,Kha
SV0946,Duong Lan Quyen,23DTH1C,8.07,7.62,8.25,7.98,8.5,Gioi
SV0947,Hoang Gia Phuc,23DTH1D,7.19,5.86,6.05,6.37,3.0,Kha
SV0948,Pham Minh Quan,23DTH2A,6.5,6.18,7.82,6.83,16.9,Kha
SV0949,Le Huong Oanh,23DTH2B,5.91,5.74,5.19,5.61,14.9,Kha
SV0950,Ngo Huu Long,23DTH2C,5.38,5.6,5.44,5.47,10.6,Trung binh
SV0951,Dang Cong Nam,23DTH2D,8.56,8.35,8.89,8.6,10.6,Xuat sac
SV0952,Duong Thanh Mai,23DTH1A,9.58,8.86,8.48,8.97,0.5,Xuat sac
SV0953,Ngo Duc Thanh,23DTH1B,7.77,8.59,8.31,8.22,0,Gioi
SV0954,Hoang Cong Long,23DTH1C,8.79,8.36,7.81,8.32,12.8,Gioi
SV0955,Vu Duc Thanh,23DTH1D,8.0,7.44,7.94,7.79,8.6,Gioi
SV0956,Hoang Trung An,23DTH2A,5.43,5.9,5.26,5.53,16.5,Kha
SV0957,Pham Cong Hung,23DTH2B,4.21,5.18,5.27,4.89,12.1,Trung binh
SV0958,Dang Minh Quan,23DTH2C,7.26,7.18,6.17,6.87,0,Kha
SV0959,Phan Thuy Yen,23DTH2D,7.38,6.04,6.34,6.59,0,Kha
SV0960,Tran Cong Hai,23DTH1A,4.89,5.54,6.05,5.49,10.7,Trung binh
SV0961,Pham My Chi,23DTH1B,6.22,5.93,5.72,5.96,5.9,Kha
SV0962,Bui Trung Son,23DTH1C,7.18,8.09,7.37,7.55,7.8,Gioi
SV0963,Nguyen Anh Phuc,23DTH1D,6.43,5.96,5.45,5.95,0.9,Kha
SV0964,Ngo Huu Minh,23DTH2A,9.47,7.86,8.3,8.54,7.5,Xuat sac
SV0965,Ho Huong Nhi,23DTH2B,8.22,7.5,8.2,7.97,18.3,Gioi
SV0966,Vo Thanh Nhi,23DTH2C,7.43,7.49,7.04,7.32,23.1,Gioi
SV0967,Vo Minh Hai,23DTH2D,4.79,4.04,4.71,4.51,14.6,Trung binh
SV0968,Dang Quoc Viet,23DTH1A,5.52,6.16,5.5,5.73,0,Kha
SV0969,Bui Quoc Tuan,23DTH1B,3.15,3.0,2.69,2.95,22.9,Yeu
SV0970,Duong Thanh Trang,23DTH1C,8.42,9.5,9.09,9.0,6.0,Xuat sac
SV0971,Dang Van Thanh,23DTH1D,6.99,7.02,7.61,7.21,0,Gioi
SV0972,Ho Hoang Dung,23DTH2A,7.26,8.41,6.64,7.44,4.9,Gioi
SV0973,Tran Lan Yen,23DTH2B,6.92,7.26,6.59,6.92,24.6,Kha
SV0974,Vo Lan Nhi,23DTH2C,3.23,4.87,4.57,4.22,6.3,Trung binh
SV0975,Vo Huu Cuong,23DTH2D,7.15,6.34,7.14,6.88,0.2,Kha
SV0976,Nguyen Huu Dung,23DTH1A,8.87,8.63,9.84,9.11,0.5,Xuat sac
SV0977,Duong Lan Van,23DTH1B,6.22,7.18,6.63,6.68,6.5,Kha
SV0978,Duong Trung Cuong,23DTH1C,6.07,8.07,5.75,6.63,0,Kha
SV0979,Vu Gia Son,23DTH1D,8.76,8.6,8.25,8.54,10.0,Xuat sac
SV0980,Dang Quoc Thanh,23DTH2A,4.14,3.9,4.09,4.04,3.7,Trung binh
SV0981,Phan Thuy Hoa,23DTH2B,5.81,5.47,6.66,5.98,6.7,Kha
SV0982,Hoang Thi Yen,23DTH2C,4.92,4.1,5.47,4.83,12.0,Trung binh
SV0983,Ho Anh Giang,23DTH2D,4.07,4.36,4.31,4.25,25.0,Trung binh
SV0984,Ho Duc An,23DTH1A,9.03,8.77,7.54,8.45,10.5,Gioi
SV0985,Pham Minh Phuc,23DTH1B,6.24,6.72,7.81,6.92,11.7,Kha
SV0986,Bui Ngoc Oanh,23DTH1C,6.74,6.15,6.54,6.48,19.5,Kha
SV0987,Huynh Van Khang,23DTH1D,8.64,7.69,7.87,8.07,8.2,Gioi
SV0988,Tran Trung Quan,23DTH2A,7.41,7.06,6.64,7.04,20.8,Gioi
SV0989,Le Ngoc Ha,23DTH2B,6.08,6.49,5.17,5.91,6.9,Kha
SV0990,Pham Hoang Long,23DTH2C,5.95,6.58,5.87,6.13,10.1,Kha
SV0991,Vu Ngoc Oanh,23DTH2D,7.93,8.03,8.72,8.23,18.1,Gioi
SV0992,Hoang Ngoc Yen,23DTH1A,4.87,4.76,4.64,4.76,5.2,Trung binh
SV0993,Do Anh Dat,23DTH1B,7.28,6.93,6.44,6.88,16.6,Kha
SV0994,Bui Cong Khang,23DTH1C,7.07,6.63,6.86,6.85,8.0,Kha
SV0995,Vu Thi Uyen,23DTH1D,7.26,7.09,8.71,7.69,14.4,Gioi
SV0996,Nguyen Ngoc Phuong,23DTH2A,4.29,3.78,4.4,4.16,14.6,Trung binh
SV0997,Dang Lan Trang,23DTH2B,8.59,8.01,9.1,8.57,0.5,Xuat sac
SV0998,Tran Duc Phuc,23DTH2C,5.95,6.06,5.8,5.94,11.8,Kha
SV0999,Pham Trung Thanh,23DTH2D,4.38,4.78,4.54,4.57,2.5,Trung binh
SV1000,Huynh Kim Linh,23DTH1A,7.61,8.37,8.59,8.19,11.4,Gioi
SV1001,Phan Anh Cuong,23DTH1B,7.17,7.73,6.21,7.04,0,Gioi
SV1002,Le Ngoc Linh,23DTH1C,6.88,7.53,7.73,7.38,11.1,Gioi
SV1003,Phan Cong Minh,23DTH1D,6.18,6.51,6.53,6.41,2.7,Kha
SV1004,Ngo Gia Tuan,23DTH2A,5.37,5.51,4.9,5.26,18.0,Trung binh
SV1005,Vu Thu Thao,23DTH2B,2.48,4.24,2.59,3.1,8.0,Yeu
SV1006,Bui Anh Binh,23DTH2C,6.52,6.51,6.15,6.39,14.4,Kha
SV1007,Phan Thanh Oanh,23DTH2D,7.71,8.25,7.45,7.8,24.4,Gioi
SV1008,Bui Thanh Yen,23DTH1A,8.91,7.93,8.63,8.49,0.4,Gioi
SV1009,Phan Huong Linh,23DTH1B,4.5,5.94,5.58,5.34,23.1,Trung binh
SV1010,Pham Lan Van,23DTH1C,4.54,3.99,3.73,4.09,8.2,Trung binh
SV1011,Vu Huong Oanh,23DTH1D,8.32,8.06,6.96,7.78,8.3,Gioi
SV1012,Vo My Trang,23DTH2A,9.2,8.67,7.55,8.47,12.0,Gioi
SV1013,Pham Thu Nga,23DTH2B,8.97,7.45,7.98,8.13,19.7,Gioi
SV1014,Vu Anh Nam,23DTH2C,7.57,7.35,7.72,7.55,24.5,Gioi
SV1015,Ho Lan Quyen,23DTH2D,8.15,7.5,8.33,7.99,7.0,Gioi
SV1016,Duong Quoc Tuan,23DTH1A,5.53,5.96,7.48,6.32,26.3,Kha
SV1017,Vo Huu Cuong,23DTH1B,7.93,8.24,8.33,8.17,20.7,Gioi
SV1018,Ngo Anh Khoa,23DTH1C,7.23,7.09,6.49,6.94,4.6,Kha
SV1019,Pham Kim Nhi,23DTH1D,5.73,5.74,5.27,5.58,24.9,Kha
SV1020,Hoang Gia Tuan,23DTH2A,5.61,6.02,6.07,5.9,19.4,Kha
SV1021,Le Hoang Nam,23DTH2B,5.16,6.19,6.33,5.89,12.4,Kha
SV1022,Hoang Hoang Quan,23DTH2C,6.59,7.03,6.44,6.69,26.5,Kha
SV1023,Ngo Van An,23DTH2D,5.94,6.41,5.85,6.07,0,Kha
SV1024,Ho Lan Nhi,23DTH1A,4.76,5.94,5.55,5.42,20.5,Trung binh
SV1025,Ho Anh Long,23DTH1B,3.56,4.36,3.47,3.8,3.5,Yeu
SV1026,Pham Duc Binh,23DTH1C,6.89,6.3,6.54,6.58,16.8,Kha
SV1027,Tran Thu Nga,23DTH1D,6.08,7.22,7.09,6.8,0,Kha
SV1028,Vu Kim Binh,23DTH2A,3.87,4.61,3.64,4.04,16.8,Trung binh
SV1029,Hoang Cong Dung,23DTH2B,7.19,7.1,7.36,7.22,17.1,Gioi
SV1030,Ho Thi Yen,23DTH2C,7.98,8.32,8.29,8.2,9.6,Gioi
SV1031,Pham Van Minh,23DTH2D,6.63,5.09,7.18,6.3,5.3,Kha
SV1032,Nguyen Thu Phuong,23DTH1A,7.09,6.6,7.2,6.96,0,Kha
SV1033,Nguyen Thanh An,23DTH1B,7.95,8.07,8.62,8.21,8.7,Gioi
SV1034,Phan Huong Phuong,23DTH1C,5.9,5.19,5.73,5.61,25.9,Kha
SV1035,Nguyen Trung Minh,23DTH1D,4.61,5.94,5.7,5.42,9.2,Trung binh
SV1036,Ngo Thi Hoa,23DTH2A,7.49,8.58,8.12,8.06,4.8,Gioi
SV1037,Phan Huong Giang,23DTH2B,5.66,4.3,4.65,4.87,15.5,Trung binh
SV1038,Pham Trung Viet,23DTH2C,9.75,9.49,8.58,9.27,7.8,Xuat sac
SV1039,Do Huong Linh,23DTH2D,6.86,6.29,7.28,6.81,18.8,Kha
SV1040,Hoang Thanh Mai,23DTH1A,6.29,6.88,6.66,6.61,0,Kha
SV1041,Hoang Hoang Nam,23DTH1B,8.09,7.9,9.37,8.45,9.7,Gioi
SV1042,Ngo Thuy Duyen,23DTH1C,4.5,4.77,5.08,4.78,1.4,Trung binh
SV1043,Do Van Phuc,23DTH1D,7.61,8.74,7.49,7.95,11.0,Gioi
SV1044,Hoang Quoc Quan,23DTH2A,8.62,8.15,6.9,7.89,0,Gioi
SV1045,Nguyen Thuy Chi,23DTH2B,8.2,9.6,9.32,9.04,5.1,Xuat sac
SV1046,Le Van An,23DTH2C,7.43,5.95,7.32,6.9,19.3,Kha
SV1047,Phan Ngoc Giang,23DTH2D,5.57,6.52,4.93,5.67,23.4,Kha
SV1048,Duong Thu Linh,23DTH1A,8.0,7.96,6.66,7.54,13.8,Gioi
SV1049,Pham Duc Tuan,23DTH1B,3.71,4.07,4.26,4.01,16.7,Trung binh
SV1050,Tran Huu Cuong,23DTH1C,5.86,4.6,4.88,5.11,16.7,Trung binh
SV1051,Bui Gia Khoa,23DTH1D,8.33,5.62,8.08,7.34,19.3,Gioi
SV1052,Tran Cong Dat,23DTH2A,5.12,5.35,4.86,5.11,11.1,Trung binh
SV1053,Vo Huu Khoa,23DTH2B,4.67,4.3,4.76,4.58,19.1,Trung binh
SV1054,Do Minh Hai,23DTH2C,5.18,4.33,4.75,4.75,19.5,Trung binh
SV1055,Tran Quoc Hai,23DTH2D,6.75,6.69,8.12,7.19,5.3,Gioi
SV1056,Pham Huong Oanh,23DTH1A,4.92,7.05,6.8,6.26,0,Kha
SV1057,Pham Thu Ha,23DTH1B,6.52,6.78,6.16,6.49,1.7,Kha
SV1058,Bui Thi Linh,23DTH1C,7.23,6.46,7.15,6.95,7.7,Kha
SV1059,Hoang Trung Nam,23DTH1D,6.26,6.24,6.14,6.21,17.4,Kha
SV1060,Ngo Lan Linh,23DTH2A,4.25,4.57,5.13,4.65,12.7,Trung binh
SV1061,Vo My Giang,23DTH2B,3.65,2.3,4.01,3.32,1.3,Yeu
SV1062,Ngo Lan Mai,23DTH2C,8.0,7.83,6.7,7.51,18.8,Gioi
SV1063,Ho Thanh Thao,23DTH2D,4.16,3.59,4.11,3.95,4.3,Yeu
SV1064,Vo Thi Nga,23DTH1A,7.16,7.26,9.13,7.85,12.7,Gioi
SV1065,Phan Cong Tuan,23DTH1B,4.64,4.53,3.65,4.27,15.3,Trung binh
SV1066,Do Cong Hai,23DTH1C,5.67,5.23,6.81,5.9,6.3,Kha
SV1067,Phan Anh Khang,23DTH1D,9.12,8.95,8.34,8.8,6.0,Xuat sac
SV1068,Ho Duc Phong,23DTH2A,7.65,6.7,7.72,7.36,15.5,Gioi
SV1069,Tran Gia An,23DTH2B,5.17,5.63,5.0,5.27,25.9,Trung binh
SV1070,Dang Van Cuong,23DTH2C,6.13,4.78,5.42,5.44,9.2,Trung binh
SV1071,Hoang My Van,23DTH2D,6.37,6.67,5.25,6.1,0.9,Kha
SV1072,Do Thuy Binh,23DTH1A,8.1,8.72,7.4,8.07,13.2,Gioi
SV1073,Phan Ngoc Nga,23DTH1B,6.56,6.27,5.92,6.25,9.3,Kha
SV1074,Dang My Trang,23DTH1C,7.35,7.8,7.35,7.5,4.5,Gioi
SV1075,Vo Bich Uyen,23DTH1D,2.5,2.94,2.86,2.77,18.6,Yeu
SV1076,Dang Cong Minh,23DTH2A,6.37,6.68,6.69,6.58,22.5,Kha
SV1077,Bui Bich Quyen,23DTH2B,5.61,5.85,5.02,5.49,10.1,Trung binh
SV1078,Vu Thi Mai,23DTH2C,7.75,9.04,8.32,8.37,0,Gioi
SV1079,Vu Hoang Viet,23DTH2D,2.95,3.06,3.09,3.03,12.5,Yeu
SV1080,Bui Duc Quan,23DTH1A,6.58,7.77,6.46,6.94,0,Kha
SV1081,Pham Thu Trang,23DTH1B,2.01,2.53,2.77,2.44,15.7,Yeu
SV1082,Huynh Bich Trang,23DTH1C,4.92,5.1,4.84,4.95,17.2,Trung binh
SV1083,Tran Duc Phong,23DTH1D,6.63,6.46,7.34,6.81,2.8,Kha
SV1084,Huynh Duc Hai,23DTH2A,8.92,8.98,8.77,8.89,6.3,Xuat sac
SV1085,Vo Ngoc Chi,23DTH2B,3.31,1.93,4.03,3.09,7.4,Yeu
SV1086,Dang Trung Thanh,23DTH2C,6.49,6.87,5.87,6.41,2.3,Kha
SV1087,Ho Huong Quyen,23DTH2D,4.48,4.62,2.73,3.94,7.2,Yeu
SV1088,Ngo Kim Yen,23DTH1A,5.06,5.94,5.93,5.64,9.4,Kha
SV1089,Ngo Van Khang,23DTH1B,5.16,5.29,5.0,5.15,10.8,Trung binh
SV1090,Duong Thu Nga,23DTH1C,7.09,5.9,5.62,6.2,0.7,Kha
SV1091,Tran Bich Nga,23DTH1D,6.13,6.68,5.95,6.25,5.2,Kha
SV1092,Duong Lan Lan,23DTH2A,6.63,7.8,6.61,7.01,0.4,Gioi
SV1093,Pham Lan Phuong,23DTH2B,7.45,7.37,6.96,7.26,4.3,Gioi
SV1094,Pham Thi Linh,23DTH2C,9.37,8.73,9.19,9.1,8.8,Xuat sac
SV1095,Phan Van Viet,23DTH2D,4.16,4.18,4.9,4.41,17.7,Trung binh
SV1096,Dang Thi Linh,23DTH1A,5.28,5.04,5.63,5.32,14.5,Trung binh
SV1097,Tran Ngoc Phuong,23DTH1B,5.1,5.41,6.33,5.61,4.0,Kha
SV1098,Ho Cong Hung,23DTH1C,6.87,6.19,6.88,6.65,0,Kha
SV1099,Tran Huong Van,23DTH1D,5.59,6.06,5.67,5.77,4.4,Kha
SV1100,Nguyen Quoc Phuc,23DTH2A,4.37,4.34,3.6,4.1,11.8,Trung binh
SV1101,Ho Duc Phong,23DTH2B,6.77,7.03,6.94,6.91,2.2,Kha
SV1102,Vo Minh Giang,23DTH2C,4.81,5.56,6.47,5.61,11.4,Kha
SV1103,Do Duc Nam,23DTH2D,4.62,5.15,5.23,5.0,14.2,Trung binh
SV1104,Ngo Lan Mai,23DTH1A,6.16,6.94,7.2,6.77,4.2,Kha
SV1105,Ho Huong Binh,23DTH1B,6.28,6.68,7.02,6.66,4.0,Kha
SV1106,Tran Anh An,23DTH1C,3.54,4.43,3.64,3.87,15.3,Yeu
SV1107,Nguyen Thi Trang,23DTH1D,6.56,6.64,6.81,6.67,9.3,Kha
SV1108,Dang Thi Mai,23DTH2A,5.59,5.8,4.61,5.33,7.0,Trung binh
SV1109,Le Thi Yen,23DTH2B,6.75,7.22,8.39,7.45,15.4,Gioi
SV1110,Pham Thuy Oanh,23DTH2C,8.98,8.77,8.43,8.73,0,Xuat sac
SV1111,Hoang Minh Phuc,23DTH2D,8.02,7.75,7.4,7.72,0,Gioi
SV1112,Bui Huu Thanh,23DTH1A,8.08,7.54,8.44,8.02,0.6,Gioi
SV1113,Duong Lan Quyen,23DTH1B,3.86,4.79,3.82,4.16,14.0,Trung binh
SV1114,Vo Minh Phong,23DTH1C,5.89,5.66,5.94,5.83,11.4,Kha
SV1115,Ho Bich Uyen,23DTH1D,5.18,4.83,6.72,5.58,4.2,Kha
SV1116,Huynh Thu Trang,23DTH2A,7.51,6.43,7.2,7.05,30.7,Gioi
SV1117,Vu Thuy Hoa,23DTH2B,6.03,3.96,4.2,4.73,18.7,Trung binh
SV1118,Phan Thi An,23DTH2C,6.43,6.69,6.9,6.67,14.3,Kha
SV1119,Ho Thu Chi,23DTH2D,5.73,6.82,6.86,6.47,14.0,Kha
SV1120,Duong Anh Viet,23DTH1A,7.42,7.57,7.93,7.64,17.4,Gioi
SV1121,Dang Thi Giang,23DTH1B,7.01,7.4,7.93,7.45,14.6,Gioi
SV1122,Phan Thu Mai,23DTH1C,9.26,7.18,8.0,8.15,8.6,Gioi
SV1123,Vu Ngoc Mai,23DTH1D,4.48,6.28,4.98,5.25,0,Trung binh
SV1124,Vu Bich Mai,23DTH2A,7.6,7.67,8.2,7.82,0,Gioi
SV1125,Do Lan Mai,23DTH2B,4.71,4.55,4.69,4.65,5.7,Trung binh
SV1126,Le Huong Yen,23DTH2C,6.68,7.1,6.8,6.86,20.5,Kha
SV1127,Bui My Binh,23DTH2D,8.63,7.27,7.5,7.8,7.2,Gioi
SV1128,Huynh Lan Trang,23DTH1A,6.39,6.1,5.47,5.99,0,Kha
SV1129,Nguyen Thuy Quyen,23DTH1B,8.53,9.42,9.8,9.25,13.0,Xuat sac
SV1130,Duong Duc Phong,23DTH1C,7.42,7.41,7.74,7.52,0,Gioi
SV1131,Huynh Anh Giang,23DTH1D,6.16,6.13,5.9,6.06,26.4,Kha
SV1132,Do Thi Nhi,23DTH2A,3.2,3.54,4.83,3.86,13.3,Yeu
SV1133,Le Duc Dung,23DTH2B,5.62,6.95,6.58,6.38,3.0,Kha
SV1134,Huynh Lan Nga,23DTH2C,7.24,8.65,7.96,7.95,0,Gioi
SV1135,Le Duc Khoa,23DTH2D,8.47,8.18,8.01,8.22,0,Gioi
SV1136,Pham Anh Minh,23DTH1A,8.14,8.89,8.33,8.45,4.0,Gioi
SV1137,Ho Duc Quan,23DTH1B,6.55,6.17,6.44,6.39,0,Kha
SV1138,Phan Anh Phong,23DTH1C,6.64,6.7,6.9,6.75,14.2,Kha
SV1139,Hoang Van Giang,23DTH1D,6.48,6.89,7.27,6.88,0,Kha
SV1140,Nguyen Ngoc Lan,23DTH2A,7.55,5.91,6.03,6.5,10.4,Kha
SV1141,Phan Gia Tuan,23DTH2B,7.42,7.38,7.38,7.39,1.8,Gioi
SV1142,Tran Quoc Minh,23DTH2C,6.42,6.54,7.13,6.7,10.8,Kha
SV1143,Vu Quoc Minh,23DTH2D,6.99,6.24,7.74,6.99,9.1,Kha
SV1144,Vu Hoang Nam,23DTH1A,2.65,3.57,3.28,3.17,12.2,Yeu
SV1145,Dang Thi Ha,23DTH1B,3.89,3.77,3.73,3.8,2.3,Yeu
SV1146,Vu Huong Nhi,23DTH1C,9.84,8.73,9.62,9.4,6.5,Xuat sac
SV1147,Vo Thi Oanh,23DTH1D,4.1,3.92,4.26,4.09,10.9,Trung binh
SV1148,Nguyen Gia Nam,23DTH2A,7.87,7.96,7.59,7.81,20.6,Gioi
SV1149,Nguyen Thu Yen,23DTH2B,5.47,6.27,6.31,6.02,13.0,Kha
SV1150,Le Kim Thao,23DTH2C,6.92,7.01,7.27,7.07,0,Gioi
SV1151,Ho Trung Viet,23DTH2D,7.57,7.22,6.17,6.99,9.7,Kha
SV1152,Vu Hoang Nam,23DTH1A,6.66,7.58,8.02,7.42,2.4,Gioi
SV1153,Phan My Oanh,23DTH1B,8.56,8.05,8.23,8.28,9.2,Gioi
SV1154,Tran Lan Ha,23DTH1C,7.6,7.35,7.4,7.45,0,Gioi
SV1155,Nguyen Bich Hoa,23DTH1D,6.3,5.33,5.65,5.76,6.3,Kha
SV1156,Le Thanh Ha,23DTH2A,8.67,7.47,8.68,8.27,11.7,Gioi
SV1157,Tran Thuy An,23DTH2B,6.71,8.22,7.97,7.63,19.6,Gioi
SV1158,Tran Kim Binh,23DTH2C,6.49,7.18,5.44,6.37,15.3,Kha
SV1159,Pham Ngoc Linh,23DTH2D,6.89,8.17,7.01,7.36,10.5,Gioi
SV1160,Huynh Lan Hoa,23DTH1A,7.89,7.32,7.37,7.53,0.6,Gioi
SV1161,Ngo Lan Uyen,23DTH1B,8.55,8.08,8.61,8.41,0.6,Gioi
SV1162,Nguyen Huu Hung,23DTH1C,6.79,7.11,7.78,7.23,13.1,Gioi
SV1163,Tran Cong Quan,23DTH1D,7.57,7.22,8.02,7.6,0,Gioi
SV1164,Vo Ngoc Oanh,23DTH2A,5.21,5.86,4.94,5.34,0,Trung binh
SV1165,Duong Quoc Long,23DTH2B,6.41,6.32,5.26,6.0,1.1,Kha
SV1166,Ho Cong Khoa,23DTH2C,5.66,6.65,6.5,6.27,2.0,Kha
SV1167,Pham Quoc Phuc,23DTH2D,5.79,4.91,4.73,5.14,12.8,Trung binh
SV1168,Vo Hoang Tuan,23DTH1A,7.99,7.64,7.35,7.66,11.6,Gioi
SV1169,Vu Van An,23DTH1B,6.1,5.53,5.58,5.74,12.9,Kha
SV1170,Le Kim Linh,23DTH1C,7.4,8.38,9.8,8.53,7.9,Xuat sac
SV1171,Ngo Lan Lan,23DTH1D,9.56,9.41,10,9.66,0,Xuat sac
SV1172,Vu Anh Cuong,23DTH2A,6.63,6.86,7.26,6.92,15.9,Kha
SV1173,Pham Ngoc Hoa,23DTH2B,6.9,8.1,6.37,7.12,13.2,Gioi
SV1174,Hoang Cong Hung,23DTH2C,4.87,6.02,5.52,5.47,0,Trung binh
SV1175,Huynh Thuy An,23DTH2D,5.07,4.47,4.51,4.68,6.8,Trung binh
